,twitter_id,screen_name,pred_gender,pred_org,pred_age,political_orientation
1968,815900538,DavidVickrey1,male,non-org,>=40,left
1972,17996546,Joe_in_Indiana,male,non-org,30-39,right
1976,264996627,PatrikD,male,non-org,30-39,left
1977,802014200457412608,i_am_dunwifit,male,non-org,30-39,neutral
1983,15328052,davidgaw,male,non-org,>=40,right
1984,52391927,AyoAkinfe,male,non-org,>=40,left
1991,1045407750115774465,Sindel_Q,female,non-org,>=40,left
2002,634181517,van_kyr,male,non-org,<=18,neutral
2004,262230241,NOD008,male,non-org,30-39,left
2009,430905331,rayodeluz11,male,non-org,>=40,neutral
2013,365925992,fmachoka,male,non-org,30-39,right
2019,286099033,Issacuw79,male,non-org,30-39,neutral
2023,26948004,DavidYung,male,non-org,30-39,neutral
2025,1031545472,n0m0time,male,non-org,<=18,left
2049,21463175,meehawl,male,non-org,30-39,neutral
2053,2780238084,Luis_Corral_Gud,male,non-org,30-39,neutral
2057,19438505,john_self,male,non-org,30-39,neutral
2065,949057773794455553,NickSantiago01,male,non-org,>=40,neutral
2078,1910979834,TedCornwell,male,non-org,>=40,right
2089,45786875,8bells,female,non-org,>=40,right
2093,25701565,KIMPY123,male,non-org,>=40,left
2098,133001620,MelissaBerryman,female,non-org,>=40,left
2102,3303380070,MyViciousTwin,male,non-org,<=18,left
2103,1133838481535451141,HovJay2,male,non-org,>=40,right
2107,744118276788097024,Racy1Eva,female,non-org,>=40,neutral
2115,388798201,M4ngU5il,male,non-org,<=18,neutral
2133,2218361784,sutheerak,female,non-org,<=18,neutral
2137,1019481513690185728,MateenDalal,male,non-org,30-39,neutral
2139,278230726,R4ine_Dr0ps,male,non-org,>=40,right
2141,224426465,ryanfiredragon,male,non-org,30-39,neutral
2152,19367007,thetruedmg,male,non-org,<=18,neutral
2157,1890097002,hkterrified,male,non-org,30-39,right
2158,58719444,wizofhaz,male,non-org,30-39,left
2159,173836143,vh1ne,male,non-org,<=18,neutral
2162,15916747,kolleenmoss,female,non-org,>=40,right
2165,1353546385,10scientist,male,non-org,30-39,neutral
2168,4908679760,DeniseB_Epic,female,non-org,30-39,right
2172,1345203184554401795,OmIAm5,male,non-org,>=40,right
2173,376525917,J4LYN,male,non-org,19-29,right
2175,1343018910908641281,AnnWestNursPrac,female,non-org,>=40,neutral
2176,27348745,metalmaidenD,male,non-org,30-39,right
2178,371576798,Draco18s,male,non-org,<=18,neutral
2182,48185455,ttommyunger,male,non-org,30-39,neutral
2190,15964672,R_Owl_Mirror,male,non-org,30-39,left
2192,188664750,simonmmathias,male,non-org,<=18,neutral
2193,1142868744907026432,drs_kandipur,male,non-org,>=40,neutral
2200,868647070504288256,bladerunner3049,male,non-org,30-39,right
2206,84602512,RamonaEid,male,non-org,30-39,right
2215,249182207,carecrow,male,non-org,<=18,neutral
2219,608393,ericMstrauss,male,non-org,>=40,neutral
2224,352432945,MGregoric,male,non-org,>=40,left
2227,444261699,TimTravis2,male,non-org,<=18,right
2254,34500693,DARKVOX,male,non-org,>=40,right
2272,3240340495,nivoipicombo,male,non-org,<=18,left
2292,31419858,dawnyaspectx,female,non-org,>=40,neutral
2297,360591146,carmenmorantine,female,non-org,>=40,neutral
2305,136225336,MiaAlanisPR,female,non-org,30-39,left
2306,1229195556750270464,Neil32233105,male,non-org,>=40,neutral
2316,152060321,LompocRecord,male,non-org,<=18,neutral
2321,404416186,JLF1213,male,non-org,30-39,right
2332,180510219,Kcancerful,male,non-org,>=40,neutral
2334,2398291262,RohanGrover12,male,non-org,<=18,neutral
2354,2429312599,Saltpistachio,male,non-org,<=18,left
2357,523022719,bayarea489,male,non-org,30-39,left
2361,62867385,bhavesh_khona,male,non-org,<=18,neutral
2362,1390157944835108868,YashBhaskarPat1,male,non-org,<=18,neutral
2367,1276115535869038593,ShamimAd786,male,non-org,<=18,neutral
2369,2601367051,SaraBangla,female,non-org,19-29,neutral
2371,1017410838338998273,99thsaurabh,male,non-org,<=18,neutral
2374,1121011221358997505,SaiAcuity_Ravi,male,non-org,30-39,neutral
2376,1297154614467399680,antbar12,male,non-org,30-39,right
2382,4639346117,HighPeaks77,male,non-org,30-39,left
2388,129555767,aslamkhanbombay,male,non-org,30-39,left
2392,2872494423,dellakwal,male,non-org,30-39,neutral
2395,1181810351005999104,MKhraiche,male,non-org,30-39,neutral
2397,46068140,K9FCR,male,non-org,30-39,neutral
2399,374932849,DadyChery,female,non-org,>=40,neutral
2406,22362095,BryanJFischer,male,non-org,>=40,right
2415,1245055306092044288,UttarakhandKi,male,non-org,19-29,neutral
2423,1101782028645740545,itsWorldNewss,male,non-org,<=18,neutral
2426,1078950680793108480,EnjaMeda,male,non-org,30-39,left
2433,15444715,scoopgirl,female,non-org,30-39,left
2442,827801822,BrindusaB1,female,non-org,<=18,neutral
2448,275493713,PhillyDrugs,male,non-org,<=18,left
2454,194214753,MasaccioEW,male,non-org,<=18,left
2460,310238242,EllySamonji,female,non-org,19-29,neutral
2473,188408682,brucenomics,female,non-org,30-39,left
2482,1038833532,Thooleramawn,male,non-org,>=40,left
2497,980525155301519361,caroclaw123,female,non-org,<=18,right
2504,540715982,melogicalindian,male,non-org,<=18,neutral
2506,218643395,loupgarous,male,non-org,>=40,right
2514,522365928,vickifrogqueen,female,non-org,>=40,left
2515,399048734,MaKettle65,male,non-org,>=40,right
2517,23071307,ralfdre29,male,non-org,<=18,right
2525,826085385499447296,MarionBurr5,female,non-org,>=40,left
2536,4829174266,FrankLammel,male,non-org,30-39,neutral
2537,1250851875500494852,cmdnyards,male,non-org,19-29,left
2540,1211359842805268480,DavidGr52957428,male,non-org,>=40,neutral
2542,1246209227976212482,KellKirchh,male,non-org,<=18,right
2548,23635427,ppicasso01,male,non-org,>=40,right
2585,589581948,Phil_Nemeth,male,non-org,30-39,left
2588,16086856,Ionotropic,male,non-org,19-29,left
2601,155599665,debbies3360,female,non-org,>=40,right
2602,331322118,drjknanda,male,non-org,>=40,left
2604,588727638,toddcusuman,male,non-org,19-29,left
2605,190731015,MohgaKamalYanni,female,non-org,<=18,left
2608,937933495485186048,theringa,male,non-org,>=40,right
2613,53518250,jdxboucher,male,non-org,>=40,left
2616,134019358,RakeshBurugula,male,non-org,30-39,neutral
2626,81379707,ankurjoshi,male,non-org,30-39,neutral
2627,42158651,Donald_H_Marks,male,non-org,>=40,left
2628,42746613,bookcrossingfan,female,non-org,>=40,left
2631,378778417,UNMC_DrKhan,male,non-org,>=40,neutral
2634,541068308,grantcopywriter,male,non-org,>=40,left
2636,18725633,RRalstonAgile,male,non-org,30-39,left
2637,3474374652,selek437,male,non-org,30-39,left
2652,2926515445,0penS0,male,non-org,<=18,neutral
2659,1285613770069467136,PedroAlfonsoDe3,male,non-org,>=40,neutral
2666,548471335,PrincessStarli,female,non-org,30-39,neutral
2682,2323875416,Fallenfloweronw,male,non-org,>=40,neutral
2699,1246374275688198145,LekkaMercedez,male,non-org,30-39,right
2707,2312488179,mmottDC,male,non-org,>=40,left
2725,1047013249051480064,MelaPsyBA,female,non-org,30-39,neutral
2730,3227419643,GhenhisKhan,male,non-org,>=40,right
2747,267470630,DrMamaKai,female,non-org,30-39,left
2755,2247939128,atheniaris,male,non-org,>=40,right
2769,1253239602011189249,lesliem_f,male,non-org,30-39,left
2771,1280228562641891328,OneMoreTruth1,male,non-org,30-39,right
2778,271170770,_the_culture,male,non-org,30-39,neutral
2797,45311431,tingliucs,male,non-org,30-39,neutral
2798,111917695,BOARDRISKMAN,male,non-org,30-39,right
2807,1388367782534811649,sureshncbe,male,non-org,<=18,neutral
2808,59789630,SudeshnaBBaruah,female,non-org,19-29,neutral
2810,86576819,subodhpanchal,male,non-org,>=40,left
2813,17690143,vinayj,male,non-org,30-39,neutral
2814,1249712398304329736,mgrTheManGod,male,non-org,<=18,neutral
2817,1938311034,Flaseashellgrl,female,non-org,>=40,right
2819,1207728694514446336,rudravyaas,male,non-org,19-29,neutral
2820,2231712430,BIBEKANANDK,male,non-org,<=18,left
2821,1301350659137175552,AvocadoBlack2,male,non-org,<=18,left
2822,1350934920437374982,DrShalmida,female,non-org,<=18,right
2827,1389654155329900549,AKDikshit7,male,non-org,30-39,neutral
2830,2224348146,JimShiva,male,non-org,19-29,neutral
2838,1332601708191518721,drshashsnk,male,non-org,<=18,neutral
2842,41786553,cheechoong,male,non-org,>=40,neutral
2843,1368387874597572611,Herb84625214,male,non-org,>=40,right
2844,1262366752459026432,stelladingus,male,non-org,>=40,neutral
2845,1394991194413834250,Medical11493258,male,non-org,<=18,neutral
2846,1487431723,atulahuja_,male,non-org,<=18,neutral
2847,1233401838038388736,satyendra_jhind,male,non-org,30-39,neutral
2849,1238864591376928769,kokolorixx,male,non-org,30-39,left
2852,166416786,OmegaLiquidX,male,non-org,<=18,neutral
2854,335554163,SenoirDude,male,non-org,<=18,neutral
2861,828730627604246529,Annearchy712,female,non-org,30-39,left
2869,738746746659033089,Dongkey_kong,male,non-org,19-29,right
2876,601555458,TawniVixen4,female,non-org,>=40,left
2877,941516360,callem143,male,non-org,19-29,left
2897,336115877,Speedfrog66,male,non-org,>=40,neutral
2905,900772544608862212,TyBeals_PhD,female,non-org,30-39,left
2908,966006281596276737,popsoutdoorsman,male,non-org,>=40,right
2917,788075355856773120,FrankPKing,male,non-org,>=40,left
2937,1089250843218595842,ciaolimoncello,female,non-org,30-39,left
2941,1477971,insert_funny,male,non-org,<=18,left
2948,75246711,MonkeyAnomalous,male,non-org,30-39,neutral
2953,477334508,JLorryj,female,non-org,30-39,left
2959,22057508,andrew1229,male,non-org,30-39,left
2960,4167775273,Belizean_bz,male,non-org,30-39,neutral
2976,67336972,michio415,male,non-org,30-39,neutral
2977,115624836,Da_Show_Stopper,male,non-org,30-39,neutral
2986,1126767463142547456,WhatstrumpuptoW,male,non-org,30-39,left
2996,10187072,mfeldstein67,male,non-org,>=40,left
3002,2771129816,nlhart6,female,non-org,>=40,left
3004,3229638642,martin_scovfefe,male,non-org,>=40,neutral
3010,344607118,AnnaMills1953,female,non-org,>=40,left
3018,43478342,Amzadi,female,non-org,>=40,left
3029,1267761737371009024,trey_peters27,male,non-org,30-39,right
3032,406160642,nattydread777,male,non-org,>=40,left
3035,1092896642716524544,sonalgupta0297,male,non-org,19-29,right
3044,978303116083736576,SarthakMahapat4,male,non-org,30-39,neutral
3047,103933893,RyanDavisIND,male,non-org,19-29,left
3067,2247741,weirdworld,male,non-org,<=18,left
3069,22340016,geoffhardy,male,non-org,30-39,left
3071,2352302856,BohoCoach,male,non-org,30-39,left
3072,719945859786362881,JSonnek1,female,non-org,30-39,left
3074,38562357,WillemPenn,male,non-org,>=40,left
3079,495942230,ToddAAtkinss,male,non-org,<=18,neutral
3080,16892481,nxthompson,male,non-org,<=18,left
3098,1288516831225851904,ErieLake5,male,non-org,30-39,left
3107,22268639,thmsm74,male,non-org,>=40,right
3115,2756026973,lorraine_teuten,female,non-org,>=40,neutral
3118,2213116922,Lynnie815,female,non-org,30-39,left
3136,27857135,JackRayher,male,non-org,30-39,left
3149,938619859352502272,wilfidde,male,non-org,<=18,neutral
3150,174780445,chadsdaddy,male,non-org,>=40,right
3168,477929872,nicklash93,male,non-org,30-39,left
3171,153830293,Susie1773,female,non-org,>=40,left
3180,119806126,1kilroywashere,male,non-org,>=40,left
3184,4358701,twink8686,male,non-org,30-39,neutral
3192,1618818217,7ypical9latypus,male,non-org,30-39,right
3200,511898798,LewisGallagher3,male,non-org,30-39,neutral
3205,21089622,hoyabull,male,non-org,>=40,left
3216,1281572063577178113,christoph5678,male,non-org,30-39,left
3221,1255211744101675008,dronemediausa,male,non-org,<=18,neutral
3231,32274411,RobHoey,male,non-org,30-39,neutral
3232,48467172,paintwarrior,male,non-org,30-39,left
3235,160726477,MSpicuzzaMJS,female,non-org,30-39,left
3236,17134603,kentuckywoman_2,male,non-org,>=40,left
3240,825839743061602306,SteveSchindler9,male,non-org,30-39,left
3251,2852014348,60ishly,male,non-org,>=40,right
3254,389980720,jacobsjapan,male,non-org,>=40,neutral
3257,43676312,mituzi,male,non-org,<=18,left
3265,13902072,gattling,male,non-org,30-39,neutral
3269,20312166,soumyajitt,male,non-org,>=40,left
3282,1300264720583110656,Catten21198387,male,non-org,30-39,left
3285,984312702305579008,AnnLien2,female,non-org,>=40,left
3287,1114968707145580547,ValeriansRealm,male,non-org,30-39,left
3290,587240287,HassanSoukar,male,non-org,>=40,left
3295,2363258118,ivy_terska,female,non-org,<=18,neutral
3296,267454468,jardingirl,female,non-org,>=40,left
3309,1240100489116688384,KathyPowers2020,female,non-org,<=18,left
3310,15154880,JanDavidson,female,non-org,>=40,left
3327,176466039,JustDebbi,female,non-org,30-39,left
3330,76408592,ElihuAranday,male,non-org,19-29,neutral
3335,549520241,toobdesign,male,non-org,<=18,neutral
3346,167750538,askbhaskar,male,non-org,>=40,left
3349,922457988,tammeke140674,female,non-org,>=40,neutral
3351,6103102,gurms,male,non-org,<=18,left
3355,1442966430,FrankieSam7,male,non-org,<=18,neutral
3356,3440841,AliKat,male,non-org,30-39,neutral
3361,108872291,jahagirdar_vs,male,non-org,30-39,left
3380,7744522,coolgrin,female,non-org,>=40,left
3388,880977092221046784,bearteam20,male,non-org,30-39,right
3395,18248919,MzYun,female,non-org,30-39,left
3398,1248488817327091712,GashawObrigado,male,non-org,30-39,neutral
3403,359984545,KaetlynRN,female,non-org,>=40,left
3404,1291585834555252742,vanalex_hex_i,male,non-org,>=40,left
3408,2261675298,pica_das,male,non-org,30-39,neutral
3409,1276368350,mckeonmk,male,non-org,<=18,left
3410,101674793,itrixy,male,non-org,<=18,neutral
3419,1324442655191900172,PaulAwake4,male,non-org,>=40,neutral
3423,16334372,DoggieDog,male,non-org,19-29,left
3429,734486753810087937,Katrinx4,female,non-org,<=18,neutral
3438,721365480,doctorbecca1,female,non-org,30-39,left
3440,819572,Llarian,male,non-org,19-29,neutral
3450,1309293968971182086,j0ssef2,male,non-org,>=40,neutral
3455,51141521,tonypicciano,male,non-org,>=40,neutral
3473,898569614703050752,Kybelle195739,female,non-org,>=40,neutral
3494,1301518177743114244,AntiviralsR,male,non-org,<=18,neutral
3495,483329059,tack_sharp,male,non-org,>=40,left
3499,848377361443676160,davidsteele9000,male,non-org,>=40,left
3501,2677845546,aquickdraw,male,non-org,30-39,right
3504,1387173246856990722,ColinCa92604304,male,non-org,>=40,left
3508,2355008339,Symonsez13,female,non-org,>=40,left
3509,1023678527810531331,NatashaFatale3,female,non-org,19-29,left
3517,188340054,mayurtheguru,male,non-org,30-39,neutral
3518,246874073,rky97,male,non-org,19-29,left
3527,1275551713034776576,DhwaniMelody,female,non-org,<=18,neutral
3534,2881124570,sagarsidiqui,male,non-org,>=40,neutral
3535,2420622726,MrinalRohilla,male,non-org,19-29,neutral
3536,864192020,Renuka1971,male,non-org,>=40,neutral
3547,9328672,SatyenB83,male,non-org,30-39,neutral
3548,1373316496848470018,Ramukakasayss,male,non-org,<=18,neutral
3550,284878709,aishanibansal,male,non-org,19-29,left
3556,368261770,VedangChauhan,male,non-org,<=18,neutral
3557,592484488,cchandannn,female,non-org,<=18,neutral
3558,824942383,ishuklasir,male,non-org,<=18,neutral
3561,1332893647,Big_Black_Coq,male,non-org,19-29,neutral
3565,2892889387,shivamrawatINC,male,non-org,30-39,neutral
3575,987322379880882176,GordonS46194898,male,non-org,>=40,neutral
3584,40290191,steveroh,male,non-org,>=40,right
3585,939714944144232449,jf_darwin,male,non-org,30-39,left
3586,1331209803864031232,FitteMuhh,female,non-org,19-29,neutral
3590,16077204,a_picazo,male,non-org,>=40,neutral
3597,375179584,PRAMOD_HARODE,male,non-org,30-39,neutral
3603,123812364,purush_79,male,non-org,>=40,left
3604,16242986,shirishag75,male,non-org,<=18,left
3608,407505502,Nawaaban,male,non-org,19-29,neutral
3613,2545401620,OjhaAnanta,male,non-org,30-39,neutral
3616,1182246145755496449,Bhupichaudhari,male,non-org,19-29,neutral
3618,2919878846,imeerage,female,non-org,30-39,neutral
3620,96494844,ansh2rock,male,non-org,30-39,neutral
3621,1423495584,JayaRjs,female,non-org,30-39,neutral
3622,95112045,The_Eloise,female,non-org,30-39,neutral
3625,1301420633654349825,Irfankandal7,male,non-org,>=40,neutral
3629,1335992523458670592,robbervadra11,male,non-org,>=40,left
3633,1003913756223496192,priyathedentico,male,non-org,30-39,neutral
3635,1334906852279140353,moron_fuckin,male,non-org,<=18,neutral
3637,45564234,billward83,male,non-org,30-39,left
3644,1278361870009683969,AdamJHume,male,non-org,30-39,neutral
3648,797076758168293376,Jaymtee70,male,non-org,>=40,right
3655,809931568382935040,stretchmac85,male,non-org,30-39,right
3670,806312090,ukvsm_,male,non-org,>=40,neutral
3673,365084843,Gambo_Hall,male,non-org,>=40,left
3677,19734832,sarahkliff,female,non-org,30-39,left
3690,1087415162896896000,DeIvyion,female,non-org,<=18,neutral
3693,1159416961140428801,Grimsy9,male,non-org,>=40,neutral
3697,3429216971,cryptophiles,male,non-org,<=18,right
3700,1282810988186697729,fear_positive,male,non-org,<=18,neutral
3703,1232696931408924677,matthew46956757,male,non-org,30-39,left
3724,1210228655571365888,Ayn57667948,female,non-org,>=40,left
3740,1065397059262414848,BigBadDenis,male,non-org,>=40,left
3750,1302170312,CaptainKangaJew,male,non-org,<=18,left
3751,34681405,Spyder19,male,non-org,>=40,neutral
3754,1269976330445172737,metaarxiv,male,non-org,30-39,neutral
3757,246497633,estern839,female,non-org,>=40,left
3758,2829597220,patangaha,male,non-org,>=40,neutral
3761,122067234,Migu63,male,non-org,>=40,left
3791,24396641,lukegobrien,male,non-org,>=40,neutral
3792,1064276125470334976,ChaoticDumbass_,female,non-org,<=18,left
3797,58262904,LuoshengPeng,male,non-org,>=40,neutral
3801,59979740,goodbyeAcadia,female,non-org,30-39,neutral
3811,17934463,onepercenter13,male,non-org,30-39,neutral
3815,1132308923690758144,Jones55Richard,male,non-org,>=40,right
3821,847222913698877440,janieb001,female,non-org,>=40,neutral
3849,203321877,lobstergodess,female,non-org,<=18,left
3856,574624962,linocchietto,male,non-org,<=18,neutral
3861,1205368281072160769,badugi12,male,non-org,30-39,neutral
3867,29773974,RachelRoh,female,non-org,30-39,left
3869,73237448,morgandawn6,female,non-org,30-39,left
3875,789815161087463428,mortality_mk,male,non-org,30-39,neutral
3894,931588727897329664,minn_minee,female,non-org,19-29,neutral
